,name,cmp,p/e,mar_cap,div_yld_%,np_qtr,qtr_profit_%,sales_qtr,qtr_saeles_%,roce_%,pat_ann
1548,Vinsys IT Serv.,357.0,22.87,523.97,0.0,14.89,,91.26,,56.72,22.91
1549,Kilitch Drugs,325.35,38.54,523.24,0.0,3.68,23.79,44.82,-1.45,13.48,13.57
1550,Swadeshi Polytex,133.95,6.34,522.41,0.0,0.1,-98.11,0.0,-100.0,146.6,82.49
1551,Vishnusurya,211.9,18.9,521.49,0.48,4.85,,129.58,,45.37,27.58
1552,Swiss Military,26.45,63.24,520.04,0.6,2.19,61.03,52.49,40.5,15.7,8.22
1553,Muthoot Cap.Serv,316.0,10.19,519.74,0.0,11.68,-55.01,97.98,-14.84,10.15,51.12
1554,Uni Abex Alloy,2629.3,14.66,519.28,0.77,3.44,-47.64,33.61,-14.67,42.79,35.46
1555,Vipul Ltd,43.15,2.19,517.74,0.0,202.72,3198.94,35.77,341.06,67.98,235.73
1556,Felix Industries,414.85,103.02,516.21,0.0,4.03,,22.1,,,5.01
1557,Worth Investment,348.0,278.93,516.03,0.0,-0.58,-1550.0,1.42,89.33,6.85,1.85
1558,BPL,105.19,38.28,515.15,0.0,0.32,-84.08,16.18,5.48,7.09,13.46
1559,RBZ Jewellers Lt,128.55,23.83,514.2,0.0,2.69,-44.88,86.17,9.81,16.12,21.57
1560,SIL Investments,484.55,17.46,513.61,0.52,2.02,-85.96,5.61,-72.08,2.07,29.41
1561,U. Y. Fincorp,26.96,7.94,512.93,0.0,4.71,488.75,39.21,179.47,29.48,64.92
1562,Krishival Foods,230.0,53.36,512.79,0.07,4.58,1316.67,51.03,105.82,22.58,9.61
1563,Kothari Sugars,61.74,17.38,511.81,1.61,5.65,-75.8,94.28,-54.56,14.09,29.49
1564,Prozone Realty,33.36,178.64,509.11,0.0,-13.26,-330.13,51.58,-7.33,3.91,2.85
1565,Super Sales Ind.,1650.0,27.78,506.55,0.41,-1.95,-137.36,100.16,3.74,5.37,18.23
1566,TBI Corn,278.45,79.38,505.62,0.0,,,,,,6.37
1567,Banswara Syntex,147.1,14.21,503.54,2.03,8.48,-70.6,343.39,-6.93,8.7,35.54
1568,Diamines & Chem.,513.6,32.5,502.51,1.18,2.25,-76.49,29.38,-17.68,15.84,15.47
1569,Integ. Industrie,262.0,20.19,501.92,0.0,13.23,282.73,139.27,348075.0,,24.89
1570,PNGS Gargi FJ,521.0,59.29,501.63,0.0,2.35,74.07,15.38,116.93,43.38,8.46
1571,B&B Triplewall,244.3,26.09,501.09,0.4,4.54,-18.49,101.42,25.86,12.03,19.2
1572,Zim Laboratories,102.8,29.03,500.93,0.0,8.09,11.74,117.86,11.81,9.98,17.26
1573,Venus Remedies,374.75,17.59,500.92,0.0,10.51,-4.97,195.16,25.39,8.67,28.49
1574,Mangalam Industr,4.61,2633.79,500.41,0.0,-0.09,98.16,0.72,94.59,0.91,0.19
